key,value
epc.mnc006.mcc231.3gppnetwork.org,7064#O2-Slovakia
epc.mnc016.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc001.mcc706.3gppnetwork.org,12650#CTE-Telecom-Personal
MME.EPC.MNC031.MCC404.3GPPNETWORK.ORG,7013#Bharti-Airtel-India
epc.mnc002.mcc228.3gppnetwork.org,6787#Sunrise-Switzerland
epc.mnc003.mcc276.3gppnetwork.org,7087#Albtelecom
epc.mnc030.mnc311.3gppnetwork.org,7488#Indigo-Wireless
epc.mnc008.mcc274.3gppnetwork.org,6957#Siminn-hf
spn28834.ipxsp.org,6632#TelecomAustria-DSS-Peer
epc.mnc003.mcc605.3gppnetwork.org,7315#Tunisiana
epc.mnc003.mcc602.3gppnetwork.org,7411#ETISALAT-Egypt
epc.mnc020.mcc404.3gppnetwork.org,7271#Vodafone-India-Essar
epc.mnc010.mcc655.3gppnetwork.org,6974#MTN-South-Africa
epc.mnc045.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc001.mcc212.3gppnetwork.org,7421#MT-Vala-Kosovo
epc.mnc02.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc770.mcc348.3gppnetwork.org,7478#Digicel-British-Virgin-Islands
epc.mnc840.mcc310.3gppnetwork.org,7434#Telna-USA
epc2.mnc090.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc010.mcc440.3gppnetwork.org,6514#NTT-DoCoMo
epc.mnc070.mcc293.3gppnetwork.org,7338#Telemach-Mobil
epc.mnc004.mcc257.3gppnetwork.org.key2roam.comfone.com,Best-Belarus
epc.mnc095.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc007.mcc470.3gppnetwork.org,12553#Robi-Axiata
epc.mnc210.mcc312.3gppnetwork.org,7127#Digital-Aspenta
epc.mnc070.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc001.mcc624.3gppnetwork.org,7490#MTN-Cameroon
epc.mnc009.mcc510.3gppnetwork.org,7037#Smartfren-Indonesia
epc.mnc120.mcc330.3gppnetwork.org,6625#Open-Mobile-PR
epc.mnc862.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc051.mcc362.3gppnetwork.org,7360#Telcell-St--Maarten
epc.mnc001.mcc412.3gppnetwork.org,7471#Afghan-Wireless-Communication-Company
epc.mnc110.mcc366.3gppnetwork.org,7070#Cable-and-Wireless-Group
epc.mnc001.mcc427.3gppnetwork.org,6792#Ooredoo-Qatar
epc.mnc001.mcc368.3gppnetwork.org,7483#Cubacel
epc.mnc050.mcc338.3gppnetwork.org,6659#Digicel-Jamaica
epc.mnc053.mcc405.3gppnetwork.org,7013#Bharti-Airtel-India
eucsim.globetouch.com,7406#GlobeTouch-MVNE
epc.mnc002.mcc472.3gppnetwork.org,7261#Wataniya-Maldives
epc.mnc002.mcc460.3gppnetwork.org,6585#China-Mobile
epc.mnc610.mcc302.3gppnetwork.org,6566#Bell-Mobility
EPC.MNC010.MCC724.3GPPNETWORK.ORG,6363#Vivo
epc.mnc001.mcc415.3gppnetwork.org,7423#MIC-1
epc.mnc001.mcc400.3gppnetwork.org,7465#Azercell
epc.mnc039.mcc364.3gppnetwork.org,6895#BTC-Bahamas
epc.mnc005.mcc530.3gppnetwork.org,6613#Spark-New-Zealand
epc.mnc848.mcc405.3gppnetwork.org,7264#IDEA
epc.mnc001.mcc268.3gppnetwork.org,6737#Vodafone-Portugal
epc.mnc002.mcc542.3gppnetwork.org,6863#Digicel-Fiji
epc.mnc019.mcc454.3gppnetwork.org,6357#HKT
epc.mnc002.mcc257.3gppnetwork.org,7359#MTS-Belarus
epc.mnc001.mcc633.3gppnetwork.org,7076#CWWI-Seychelles
epc.mnc620.mcc310.3gppnetwork.org,7457#New-Cell-Inc-dba-Cellcom
epc.mnc005.mcc272.3gppnetwork.org,7346#Three-Ireland
epc.mnc310.mcc722.3gppnetwork.org,7095#AMX-Argentina-S-A-Claro
epc.mnc859.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc140.mcc346.3gppnetwork.org,7057#CWWI-Cayman
epc.mnc002.mcc240.3gppnetwork.org,7094#Hutchison-3G-Sweden
epc.mnc005.mcc404.3gppnetwork.org,7271#Vodafone-India-Essar
epc.mnc002.mcc628.3gppnetwork.org,12732#Telecel-Gabon
epc.mnc003.mcc232.3gppnetwork.org,6954#T-Mobile-Austria
epc.mnc012.mcc454.3gppnetwork.org,6354#China-Mobile-Hong-Kong
londra001.aicent.grx,6406#DRA1-LON2
epc.mnc001.mcc730.3gppnetwork.org,7305#ENTEL-PCS
epc.mnc004.mcc706.3gppnetwork.org,7399#TM-EL-Salvador
epc.mnc010.mcc226.3gppnetwork.org,6732#Orange-Romania
epc.mnc014.mcc244.3gppnetwork.org,7484#Alands-Mobiltelefon
epc.mnc380.mcc310.3gppnetwork.org,7410#AT&T-310380
epc.mnc070.mcc313.3gppnetowork.org,12645#Midwest-Network-Solutions-Hub
epc.mnc020.mcc340.3gppnetwork.org,12652#Digicel-FWI
epc.mnc720.mcc312.3gppnetwork.org,7395#SouthernLINC-Wireless
albtelecom.com,7087#Albtelecom
epc.mnc001.mcc262.3gppnetwork.org,6783#T-Mobile-Germany
epc.mnc005.mcc612.3gppnetwork.org,7450#MTN-Ivory-Coast
epc.mnc101.mcc732.3gppnetwork.org,6980#Comcel-Colombia-Claro
epc.mnc012.mcc274.3gppnetwork.org,6957#Siminn-hf
epc.mnc001.mcc736.3gppnetwork.org,7118#NUEVATEL-Bolivia
epc.mnc020.mcc440.3gppnetwork.org,6199#SOFTBANK-MOBILE
epc.mnc001.mcc641.3gppnetwork.org,7461#Warid-Uganda
epc.mnc069.mcc362.3gppnetwork.org,12556#Curacao-Telecom-N-V-
epc.mnc002.mcc340.3gppnetwork.org,12662#Outremer-Telecom-French-Guiana
epc.mnc005.mcc295.3gppnetwork.org,7267#Telecom-Liechtenstein
epc.mnc020.mcc334.3gppnetwork.org,6818#Radiomovil-TELCEL
epc.mnc002.mcc246.3gppnetwork.org,7091#BITE-Lithuania
epc.mnc003.mcc226.3gppnetwork.org,7097#Telekom-Romania-Mobile
epc.mnc002.mcc260.3gppnetwork.org,6936#T-Mobile-Poland
epc.mnc005.mcc283.3gppnetwork.org,6975#K-Telecom
epc.mnc260.mcc312.3gppnetwork.org,6902#NewCore-Wireless
dma.mnc001.mcc206.3gppnetwork.org,6604#Proximus
epc.mnc010.mcc234.3gppnetwork.org,6532#Telefonica-O2-UK
lte.sprint.com,6966#Sprint-PCS
epc.mnc003.mcc220.3gppnetwork.org,7380#Telekom-Srbija
epc.mnc012.mcc404.3gppnetwork.org,7264#IDEA
epc.mnc002.mcc204.3gppnetwork.org,12606#Tele2-Netherlands
epc.mnc002.mcc231.3gppnetwork.org,7062#Slovak-Telecom
epc.mnc040.mcc621.3gppnetwork.org,7506#Nigeria-Telecommunications-Ltd-NITEL-GSM
epc.mnc070.mcc334.3gppnetwork.org,7031#Iusacell
epc.mnc009.mcc242.3gppnetwork.org,7443#Com4
epc.mnc130.mcc312.3gppnetwork.org,7417#Appalachian-Wireless
epc.mnc450.mcc310.3gppnetwork.org,7299#Viaero-Wireless
epc.mnc004.mcc714.3gppnetwork.org,12557#Digicel-Panama
epc.mnc031.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc866.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc006.mcc255.3gppnetwork.org,7308#Life-Ukraine
epc.mnc010.mcc510.3gppnetwork.org,6462#Telkomsel
sg.sybase.ipx,7492#Sybase-Peering-Hub
epc.mnc011.mcc456.3gppnetwork.org,7119#South-East-Asia-Telecom
epc.mnc099.mcc428.3gppnetwork.org,7383#MobiCom-Corporation
epc.mnc002.mcc610.3gppnetwork.org,7428#Orange-Mali
epc.mnc276.mcc240.3gppnetwork.org,7069#Globetouch-US
epc.mnc023.mcc724.3gppnetwork.org,6363#Vivo
epc.mnc001.mcc274.3gppnetwork.org,6957#Siminn-hf
epc.mnc011.mcc432.3gppnetwork.org,7371#MCI
epc.mnc001.mcc748.3gppnetwork.org,6624#Antel
epc.mnc004.mcc282.3gppnetwork.org,7067#Mobitel-Georgia-
epc.mnc001.mcc250.3gppnetwork.org,6125#MTS-Russia
epc.mnc001.mcc259.3gppnetwork.org,6825#Orange-Moldova
epc.mnc004.mcc400.3gppnetwork.org,7103#Azerfon
EPC.MNC019.MCC502.3GPPNETWORK.ORG,6502#Celcom
epc.mnc002.mcc640.3gppnetwork.org,7454#Tigo-Tanzania
epc.mnc003.mcc455.3gppnetwork.org,7120#Hutchison-Macau
epc.mnc030.mcc216.3gppnetwork.org,6893#T-Mobile-Hungary
epc.mnc110.mcc310.3gppnetwork.org,7032#IT&E
epc.mnc230.mcc311.3gppnetwork.org,12529#C-Spire
ipx.bt.com,7085#BT-DSS-Peer
epc.mnc855.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc870.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc002.mcc646.3gppnetwork.org,7405#Orange-Antaris-SMM
epc.mnc002.mcc631.3gppnetwork.org,12733#UNITEL-S.a.r.l.
epc.mnc003.mcc520.3gppnetwork.org,7278#Advanced-Wireless-Network
epc.mnc049.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc480.mcc311.3gppnetwork.org,6538#Verizon-Wireless
epc.mnc003.mcc422.3gppnetwork.org,6619#Ooredoo-OMN
epc.mnc003.mcc425.3gppnetwork.org,6935#Pelephone-Israel
epc.mnc006.mcc454.3gppnetwork.org,6362#SmarTone-Mobile
epc.mnc006.mcc460.3gppnetwork.org,6684#China-Unicom
epc.mnc010.mcc617.3gppnetwork.org,7105#Emtel-Ltd
epc.mnc003.mcc505.3gppnetwork.org,6793#Vodafone-Australia
epc.mnc035.mcc432.3gppnetwork.org,7296#MTN-Iran
ims.mnc001.mcc416.3gppnetwork.org,7113#Zain-JordanJMTS
tatacomm.ipxnetwork.org,7303#TATA-Communications-Peer
epc.mnc001.mcc272.3gppnetwork.org,6750#Vodafone-Ireland
epc.mnc005.mcc525.3gppnetwork.org,6120#StarHub
epc.mnc042.mcc238.3gppnetwork.org,12618#Wavely
epc.mnc001.mcc438.3gppnetwork.org,7401#MTS-Turkmenistan
EPC.MNC006.MCC414.3GPPNETWORK.ORG,7391#Telenor-Myanmar
epc.mnc010.mcc219.3gppnetwork.org,6832#VIPNet
epc.mnc005.mcc206.3gppnetwork.org,12495#Telenet-Belgium
amsdra001.aicent.grx,6310#DRA1-AMS2
epc.mnc001.mcc278.3gppnetwork.org,6931#Vodafone-Malta
epc.mnc002.mcc452.3gppnetwork.org,7440#Vinaphone
epc.mnc030.mcc234.3gppnetwork.org,6582#Everything-Everywhere-UK
epc.mnc037.mcc901.3gppnetwork.org,7075#TRANSATEL-France
epc.mnc050.mcc440.3gppnetwork.org,6118#KDDI
ipx.mnc002.mcc413.3gppnetwork.org,6312#Dialog-Telekom
epc.mnc003.mcc228.3gppnetwork.org,6922#Orange-Switzerland
epc.mnc020.mcc621.3gppnetwork.org,12663#Airtel-Nigeria
epc.mnc470.mcc310.3gppnetwork.org,6561#Docomo-Pacific
epc.mnc055.mcc234.3gppnetwork.org,7321#Sure-Gurnsey
epc.mnc001.mcc363.3gppnetwork.org,7318#SETAR
epc.mnc007.mcc722.3gppnetwork.org,7044#Telefonica-Argentina
epc.mnc091.mcc362.3gppnetwork.org,7041#UTS-Curacao
antel.com.uy,6624#Antel
epc1.mnc090.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc028.mcc901.3gppnetwork.org,6931#Vodafone-Malta
epc.mnc370.mcc302.3gppnetwork.org,6497#Rogers-Wireless
nycdra001.aicent.grx,6230#DRA1-NYK1
epc.mnc001.mcc266.3gppnetwork.org,7400#Gibtel
epc.mnc002.mcc515.3gppnetwork.org,6123#Globe
epc.mnc035.mcc250.3gppnetwork.org,12630#Ekaterinburg-2000
dra1.mtt.grx,6848#MTT-Peering-Hub
epc.mnc007.mcc240.3gppnetwork.org,6723#Tele2-Sweden
epc.mnc370.mcc311.3gppnetwork.org,6913#Alaska-Wireless-Network
epc.mnc009.mcc295.3gppnetwork.org,12633#Emnify
epc.mnc004.mcc436.3gppnetwork.org,6308#Babilon-Mobile
epc.mnc002.mcc612.3gppnetwork.org,12528#Atlantique-Telecom
epc.mnc002.mcc624.3gppnetwork.org,7420#Orange-Cameroon
epc.mnc014.mcc240.3gppnetwork.org,7309#TDC-Sweden
epc.mnc092.mcc466.3gppnetwork.org,6596#Chunghwa-Telecom
epc.mnc005.mcc437.3gppnetwork.org,7503#Alfa-Telecom
epc.mnc002.mcc724.3gppnetwork.org,6579#TIM-Brazil
epc.mnc000.mcc740.3gppnetwork.org,7050#TM-Ecuador
EPC.MNC004.MCC452.3GPPNETWORK.ORG,7325#Viettel-Group
epc.mnc690.mcc310.3gppnetwork.org,7052#Limitless-Mobile-USA
epc.mnc014.mcc641.3gppnetwork.org,7475#Orange-Uganda
EPC.MNC011.MCC724.3GPPNETWORK.ORG,6363#Vivo
epc.mnc018.mcc502.3gppnetwork.org,7019#U-Mobile
epc.mnc001.mcc704.3gppnetwork.org,7345#Claro-Guatemala
dra.bics.3gppnetwork.org,6397#BICS-DSS-Peer
epc.mnc052.mcc405.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc011.mcc502.3gppnetwork.org,7077#MYS/PACONE
epc.mnc034.mcc722.3gppnetwork.org,7020#Telecom-Personal-SA
epc.mnc010.mcc222.3gppnetwork.org,6738#Vodafone-Italy
epc.mnc870.mcc312.3gppnetwork.org,12610#Gigsky-Mobile
epc.mnc027.mcc549.3gppnetwork.org,12532#SamoaTel-Samoa
epc.mnc004.mcc257.3gppnetwork.org,Best-Belarus
epc.mnc006.mcc214.3gppnetwork.org,7416#Vodafone-Spain-MVNO
epc.mnc044.mcc901.3gppnetwork.org,7031#Iusacell
epc.mnc041.mcc293.3gppnetwork.org,6807#Mobitel-Slovenia
epc.mnc140.mcc310.3gppnetwork.org,7445#Pulse-Mobile-Guam
epc.mnc001.mcc510.3gppnetwork.org,6976#Indosat---M3
EPC.MNC006.MCC724.3GPPNETWORK.ORG,6363#Vivo
epc.mnc005.mcc284.3gppnetwork.org,7285#Telenor-Bulgaria
epc.mnc099.mcc460.3gppnetwork.org,7505#China-Telecom-C2G
epc.mnc031.mcc724.3gppnetwork.org,6594#Oi-Movel-SA
epc.mnc010.mcc232.3gppnetwork.org,6951#Hutchison-3G-Austria-GmbH
epc.mnc849.mcc405.3gppnetwork.org,7264#IDEA
epc.mnc005.mcc259.3gppnetwork.org,7419#MOLDTELECOM-Moldova
EPC.MNC010.MCC748.3GPPNETWORK.ORG,6624#Antel
epc.mnc005.mcc450.3gppnetwork.org,6361#SK-Telecom
globecomm.com,7297#globecomm
epc.mnc005.mcc619.3gppnetwork.org,12614#Africell-Sierra-Leone
MME.EPC.MNC053.MCC405.3GPPNETWORK.ORG,7013#Bharti-Airtel-India
epc.mnc220.mcc312.3gppnetwork.org,7438#Chariton-Valley-Cellular
EPC.MNC101.MCC732.3GPPNETWORK.ORG,6980#Comcel-Colombia-Claro
epc.mnc874.mcc405.3gppnetwork.org,7083#Reliance-Jio
mme.epc.mnc016.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
tgsolutions.grx,7043#TIWS-DSS-peer
epc.mnc006.mcc238.3gppnetwork.org,7126#Hutchison-3G-Denmark
epc.mnc021.mcc244.3gppnetwork.org,6934#Elisa
epc.mnc760.mcc302.3gppnetwork.org,6121#Telus-Mobility
epc.mnc094.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc930.mcc312.3gppnetwork.org,7367#Hewlett-Packard-LLC
epc.mnc004.mcc420.3gppnetwork.org,6618#Zain-Saudi-Arabia
epc.mnc010.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc020.mcc208.3gppnetwork.org,6523#Bouygues-Telecom
epc.mnc863.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc003.mcc454.3gppnetwork.org,6358#Hutchison-3G-Hong-Kong
epc.mnc003.mcc617.3gppnetwork.org,Mahanagar-Telephone-Mauritius
epc.mnc001.mcc206.3gppnetwork.org,6604#Proximus
epc.mnc350.mcc376.3gppnetwork.org,7331#CWWI-Turks
epc.mnc008.mcc456.3gppnetwork.org,7270#Viettel-Cambodia-
epc.mnc430.mcc312.3gppnetwork.org,7379#Silverstar-USA
epc.mnc580.mcc311.3gppnetwork.org,7311#U-S--Cellular
epc.mnc852.mcc405.3gppnetwork.org,7264#IDEA
epc.mnc006.mcc410.3gppnetwork.org,12515#Telenor-Pakistan
epc.mnc002.mcc736.3gppnetwork.org,12578#Entel
epc.mnc003.mcc294.3gppnetwork.org,6961#VIP-Operator
epc.mnc003.mcc297.3gppnetwork.org,7316#Mtel-Montenegro
epc.mnc003.mcc246.3gppnetwork.org,6973#Tele2-Lithuania
epc.mnc153.mcc502.3gppnetwork.org,7077#MYS/PACONE
epc.mnc004.mcc520.3gppnetwork.org,6526#Truemove-3G
epc.mnc001.mcc414.3gppnetwork.org,12490#Myanmar-Posts-and-Telecommunications
epc.mnc003.mcc714.3gppnetwork.org,7385#Claro-Panama
telinhkg.3gppnetwork.org,6462#Telkomsel
epc.mnc002.mcc472.3gppnetwork.org.key2roam.comfone.com,7261#Wataniya-Maldives
epc.mnc000.mcc647.3gppnetwork.org,12512#Orange-Reunion
epc.mnc006.mcc295.3gppnetwork.org,7082#Cubic-Telecom
epc.mnc008.mcc450.3gppnetwork.org,6359#KT-Corporation
epc.mnc008.mcc242.3gppnetwork.org,7310#TDC-Mobil-Norway
epc.mnc799.mcc405.3gppnetwork.org,7264#IDEA
epc.mnc099.mcc222.3gppnetwork.org,7370#Hutchison-3G
epc.mnc860.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc003.mcc457.3gppnetwork.org,7414#Unitel-Laos
epc.mnc002.mcc470.3gppnetwork.org,12553#Aktel
mme.epc.mnc002.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc091.mcc244.3gppnetwork.org,6835#TeliaSonera-Finland
epc.mnc270.mcc302.3gppnetwork.org,7268#Bragg-Communications
epc.mnc275.mcc240.3gppnetwork.org,7068#Globetouch-Sweden
vodafone.grx,6726#Vodafone-DSS-Peering
epc.mnc002.mcc639.3gppnetwork.org,7040#Safaricom
epc.mnc046.mcc404.3gppnetwork.org,7271#Vodafone-India-Essar
epc.mnc111.mcc732.3gppnetwork.org,6714#Colombia-Movil
epc.mnc710.mcc312.3gppnetwork.org,12542#Wireless-Partners
epc.mnc003.mcc255.3gppnetwork.org,12661#Kyivstar
epc.mnc110.mcc356.3gppnetwork.org,7070#Cable-and-Wireless-Group
EPC.MNC003.MCC525.3GPPNETWORK.ORG,6360#M1-Limited
epc.mnc002.mcc730.3gppnetwork.org,6622#Telefonica-Chile
epc.mnc010.mcc633.3gppnetwork.org,7425#Telecom-Seychelles
epc.mnc025.mcc234.3gppnetwork.org,6967#Truphone-UK
epc.mnc032.mcc310.3gppnetwork.org,7407#PTI-Pacifica
epc.mnc001.mcc248.3gppnetwork.org,6837#AS-EMT
epc.mnc099.mcc270.3gppnetwork.org,6724#Orange-Luxembourg
epc.mnc033.mcc234.3gppnetwork.org,6582#Everything-Everywhere-UK
epc.mnc001.mcc242.3gppnetwork.org,6567#Telenor-Norway
epc.mnc009.mcc437.3gppnetwork.org,6960#NurTelecom-Kyrgyzstan
epc.mnc845.mcc405.3gppnetwork.org,7264#IDEA
epc.mnc001.mcc284.3gppnetwork.org,7340#Mobitel-Bulgaria
epc.mnc056.mcc405.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc077.mcc270.3gppnetwork.org,6715#Tango-Luxembourg
syniverse.com,0000#Syniverse-DSR
epc.mnc087.mcc404.3gppnetwork.org,7264#IDEA
epc.mnc001.mcc260.3gppnetwork.org,6925#Polkomtel
epc.mnc002.mcc238.3gppnetwork.org,6920#Telenor-Denmark
epc.mnc002.mcc603.3gppnetwork.org,7435#Djezzy-Algeria
epc.mnc011.mcc460.3gppnetwork.org,6748#China-Telecom
epc.mnc170.mcc310.3gppnetwork.org,6977#Jasper-Wireless
EPC.MNC092.MCC404.3GPPNETWORK.ORG,7013#Bharti-Airtel-India
epc.mnc024.mcc404.3gppnetwork.org,7264#IDEA
epc.mnc002.mcc286.3gppnetwork.org,6751#Vodafone-Turkey
epc.mnc320.mcc310.3gppnetwork.org,7114#Smith-Bagley
epc.mnc871.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc001.mcc429.3gppnetwork.org,12608#Nepal-Telecom
epc.mnc490.mcc302.3gppnetwork.org,7341#WIND-Mobile
sindra001.aicent.grx,6356#DRA1-SIN2
epc.mnc002.mcc422.3gppnetwork.org,6722#Oman-Mobile
epc.mnc040.mcc901.3gppnetwork.org,6783#T-Mobile-Germany
epc.mnc002.mcc425.3gppnetwork.org,6816#Cellcom-Israel-Ltd
epc.mnc270.mcc311.3gppnetwork.org,6538#Verizon-Wireless
EPC.MNC007.MCC404.3GPPNETWORK.ORG,7264#IDEA
epc.mnc003.mcc234.3gppnetwork.org,7049#Jersey-Airtel
epc.mnc003.mcc213.3gppnetwork.org,7476#STA-Andorra
epc.mnc001.mcc426.3gppnetwork.org,7304#Batelco-Bahrain
epc.mnc180.mcc338.3gppnetwork.org,7332#CWWI-Jamaica
epc.mnc001.mcc420.3gppnetwork.org,6803#STC
epc.mnc001.mcc655.3gppnetwork.org,6745#Vodacom-South-Africa
opm2mjw.epc.mnc001.mcc525.3gppnetwork.org,6124#SingTel-Mobile
epc.mnc002.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc002.mcc419.3gppnetwork.org,7117#Zain-Kuwait
epc.mnc009.mcc208.3gppnetwork.org,6555#SFR
epc.mnc002.mcc401.3gppnetwork.org,7415#Kcell
EPC.MNC001.MCC605.3GPPNETWORK.ORG,7277#Orange-Tunisia
epc.mnc007.mcc460.3gppnetwork.org,6585#China-Mobile
epc.mnc022.mcc641.3gppnetwork.org,7461#Warid-Uganda
telinbtm.3gppnetwork.org,6462#Telkomsel
epc.mnc001.mcc634.3gppnetwork.org,12593#Zain-Sudan
epc.mnc014.mcc901.3gppnetwork.org,12605#AeroMobile
epc.mnc410.mcc310.3gppnetwork.org,6393#AT&T-Mobility
epc.mnc001.mcc628.3gppnetwork.org,7491#Libertis-Telecom
epc.mnc098.mcc404.3gppnetwork.org,7013#Bharti-Airtel-India
epc.mnc088.mcc222.3gppnetwork.org,7028#Wind-Italy
epc.mnc890.mcc311.3gppnetwork.org,7297#globecomm
epc.mnc010.mcc313.3gppnetwork.org,12530#Cross-Wireless
epc.mnc066.mcc418.3gppnetwork.org,12563#Regional-Telecom-Company
epc.mnc180.mcc311.3gppnetwork.org,7404#AT&T-mobilephone-Lab
epc.mnc856.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc002.mcc413.3gppnetwork.org,6312#Dialog-Telekom
epc.mnc001.mcc604.3gppnetwork.org,7036#Maroc-Telecom
epc.mnc002.mcc274.3gppnetwork.org,7096#Vodafone-Iceland
tnsi.com,7282#Transaction-Network-Services-Peering-Hub
epc.mnc001.mcc456.3gppnetwork.org,7397#CamGSM
epc.mnc260.mcc310.3gppnetwork.org,6648#T-Mobile-USA-Inc
epc.mnc002.mcc247.3gppnetwork.org,6972#Tele2-Latvia
epc.mnc002.mcc250.3gppnetwork.org,6439#MegaFon
epc.mnc002.mcc259.3gppnetwork.org,12558#MOLDCELL
epc.mnc260.mcc313.3gppnetwork.org,12545#Expeto-Wireless-Inc
epc.mnc002.mcc262.3gppnetwork.org,6740#Vodafone-Germany
epc.mnc867.mcc405.3gppnetwork.org,7083#Reliance-Jio
epc.mnc024.mcc208.3gppnetwork.org,7496#Mobiquithings-France
